score,gt_classification,fen,classic_reg_score,classic_reg_classification,classic_score,classic_classification,gemini_direct_score,gemini_direct_classification,gemini_feature_material,gemini_feature_pawn_structure,gemini_feature_mobility,gemini_feature_king_safety,gemini_feature_tempo,gemini_feature_total
0.39,equal,rn1qkb1r/ppp1pp1p/3pb1p1/3nP3/2BP1B2/8/PPP2PPP/RN1QK1NR w KQkq - 0 6,0.0288,equal,0.8,equal,30.0,white,0.25,0.1,0.2,0.0,0.15,0.7
0.95,equal,rn1qk1nr/pp3pb1/2ppp1p1/7p/5Pb1/P2PPN2/1PPNB1PP/R1BQK2R w KQkq - 0 8,-0.0396,equal,-1.1,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
1.46,equal,r2k2nr/bpp3pp/2n1b3/p3ppN1/8/N1P3P1/PP2PPBP/R1B2RK1 b - - 3 11,-0.0108,equal,-0.30000000000000004,equal,25.0,white,-0.25,0.1,0.4,0.2,0.15,0.2
5.5,white,r2qkbnr/ppp4p/2n5/3p1B2/3P1P2/2P3pP/PP4P1/RNBQ1RK1 b kq - 0 13,0.7614,equal,0.9,equal,25.0,white,0.0,-0.25,-0.25,-0.25,-0.25,-0.75
0.37,equal,r1b2rk1/5pbp/p1n1p1p1/1p4B1/2pqP2Q/1BNP1R2/PPP3PP/R6K w - - 0 16,0.018,equal,0.5,equal,250.0,white,2.0,0.25,1.0,0.0,0.75,4.0
1.09,equal,rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0468,equal,1.3,equal,25.0,white,0.0,0.0,0.25,0.0,0.1,0.35
-1.24,equal,r1nqkb1r/1p1b1pp1/p1n1p2p/3pP3/3P2PP/N1PB1N2/2Q2P2/R1B1K2R b KQkq - 0 14,-0.7362,equal,-0.19999999999999996,equal,25.0,white,0.1,0.05,-0.15,0.0,-0.05,-0.05
11.51,white,r1b2r2/p4k2/8/1p1pB1p1/2pP4/2P3R1/PPB3PP/R5K1 w - - 0 23,3.1176,white,5.6,white,35.0,white,0.3,-0.1,0.4,-0.2,0.1,0.5
-1.43,equal,r2r2k1/1p3pp1/pq2p2p/4P3/7b/Q1N2P2/PPP2P1P/1K1RR3 w - - 1 18,0.7434000000000001,equal,0.3999999999999999,equal,150.0,white,1.5,0.25,0.75,-0.25,0.5,2.75
-49.99,black,2k5/ppp5/3qPP2/3P1K2/6r1/8/PP6/8 b - - 2 43,-9.291599999999999,black,-15.1,black,-25.0,black,-0.5,-0.25,0.75,-1.0,0.5,-0.5
-6.73,black,1k1r1bnr/pbp1q1pp/1p6/3R2P1/2n1P3/2N5/PPP1Q1PP/1K3BNR b - - 0 13,-0.7722,equal,-1.2,equal,30.0,white,-0.25,0.0,0.5,-0.3,0.3,0.25
1.33,equal,1rbqr1k1/pp3p1p/2n1pnp1/1N1p4/3P1P2/P2Q1N2/1PP2PPP/R3KB1R w KQ - 0 12,0.801,equal,2.0,equal,35.0,white,0.3,-0.1,0.4,-0.2,0.2,0.6
7.14,white,r3kb1r/1ppq1pp1/p1n1b2p/3pP3/4B3/N1P2NQ1/PP3PPP/R1B2RK1 w kq - 0 14,2.2878,white,2.8,white,35.0,white,0.25,0.1,0.3,0.05,0.15,0.85
7.87,white,rn2k1nr/ppp1bpp1/7p/8/2B3b1/3Q4/PPP2PPP/RNB3K1 w kq - 0 12,0.8046,equal,2.1,white,75.0,white,0.5,0.2,0.3,0.1,0.2,1.3
9.88,white,3r3k/pp5p/1q4pP/3rpb2/8/P4P2/BP1Q4/K2R2R1 w - - 0 32,-0.801,equal,-2.0,equal,250.0,white,1.5,0.25,0.75,-0.5,0.25,1.25
0.56,equal,r3kb1r/3bnppp/p1pp1q2/1p6/4P3/1QNB4/PPP2PPP/R1B2RK1 b kq - 1 13,-0.0072,equal,-0.2,equal,25.0,white,0.5,-0.2,-0.3,-0.1,-0.2,-0.3
49.97,white,5rk1/p4Npp/1p6/2pQ4/8/1P1P4/q3rbPP/1R3R1K w - - 4 25,-0.7722,equal,-1.2,equal,150.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
-1.27,equal,r2qkb1r/pp2nppp/2n1p3/2ppP3/3P2b1/2P2N1P/PP2BPP1/RNBQ1RK1 b kq - 0 8,-0.0072,equal,-0.2,equal,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
-0.22,equal,r2qk2r/ppp2ppp/2n2n2/3p1p2/1b1P4/2N1PPP1/PPP4P/R1BQK1NR w KQkq - 1 8,-0.072,equal,-2.0,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-6.19,black,6k1/5pp1/1q1p1b2/1p1P3p/1QP1p3/1P6/r2N1PPP/5RK1 b - - 1 28,-0.061200000000000004,equal,-1.7000000000000002,equal,-150.0,black,-0.2,0.3,-0.1,0.1,-0.1,-0.1
0.55,equal,r1bqkb1r/pp1n1ppp/1n2p3/4p3/3P4/1B3N2/PP3PPP/RNBQ1RK1 w kq - 0 10,-0.7506,equal,-0.6,equal,25.0,white,0.15,0.1,0.25,0.0,0.1,0.6
2.02,white,1r1q1rk1/p1p1bppp/4pn2/8/2QP4/6P1/PP2PPBP/R1B2RK1 b - - 0 13,0.7902,equal,1.7000000000000002,equal,-25.0,black,0.25,-0.25,-0.25,0.25,-0.25,-0.25
8.85,white,r5k1/ppp2ppp/2n1r3/3NP3/1b2PB2/5N2/PP3PPP/2KR3R b - - 3 14,3.0492,white,3.7,white,30.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
2.6,white,r4bk1/p1R2r2/1p1Q1p2/3Pp1p1/7q/4BP2/5P1P/5RK1 w - - 4 28,-0.7542,equal,-0.7,equal,250.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
-0.27,equal,rn1q1rk1/pbp1bppp/1p1ppn2/8/2P1PP2/2NPBN2/PP4PP/R2QKB1R w KQ - 4 8,0.0504,equal,1.4000000000000001,equal,25.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-8.89,black,7r/R5p1/6n1/6k1/2P3bp/8/P2K2P1/8 w - - 0 38,-3.8538,black,-5.8,black,250.0,white,2.5,0.25,0.5,-0.5,0.0,2.75
-5.07,black,5r1k/pQ1b3p/2nq2pB/2p1bp2/8/2PP1B2/PP4P1/R4R1K b - - 3 22,1.5552000000000001,equal,2.7,white,-150.0,black,-1.5,-0.25,0.25,-0.5,-0.25,-1.25
6.57,white,8/5p1p/5k2/2pp1p2/3br3/1P1N3P/P2B2P1/4RK2 b - - 1 34,1.5408,equal,2.3,white,-25.0,black,-0.2,-0.1,-0.15,0.0,-0.05,-0.3
49.99,white,4QR2/p7/1p4kp/6p1/8/6PK/P6P/8 b - - 4 47,10.0494,white,15.9,white,350.0,white,1.0,0.25,0.5,0.5,0.25,1.0
0.55,equal,r1bqk1nr/ppp2ppp/2n1p3/8/1bBP4/4P1P1/PP3P1P/RNBQK1NR w KQkq - 1 6,-0.126,equal,-3.5,black,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-0.74,equal,r1b2rk1/ppq2ppp/2np1n2/4p3/4P3/2P2NP1/PP2NPBP/R2QK2R w KQ - 0 13,0.0036,equal,0.1,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-3.91,black,r1bqkbnr/ppp2ppp/2np4/4P3/5p2/7N/PPPP2PP/RNBQKB1R w KQkq - 0 5,-0.7866,equal,-1.6,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
4.9,white,r1bq1rk1/pp3ppp/2pp1n2/4p1B1/1n2P3/2NP1N2/PPPKQ1PP/3R1B1R b - - 6 10,1.5264,equal,1.9,equal,-25.0,black,0.0,0.2,-0.3,0.1,-0.1,-0.1
-10.6,black,rnr5/4nkpp/pb6/3p1P2/b7/2Pp4/P5PP/RNB2R1K w - - 2 20,-4.6692,black,-8.2,black,150.0,white,1.5,-0.25,0.5,0.25,0.25,1.25
-49.96,black,4r1k1/pp4pp/3p4/1p2n2P/8/PPP2r2/6qP/RK5R w - - 7 24,-10.0854,black,-16.9,black,250.0,white,1.5,0.2,0.75,0.5,0.25,1.2
-10.87,black,rnb1k2r/pp1pbp2/2p5/4q2p/4P1p1/1PN3P1/P1PPBP1P/3Q1RK1 b kq - 1 14,-5.416200000000001,black,-8.7,black,-25.0,black,-0.25,0.0,0.5,0.0,0.3,0.55
-0.51,equal,r1bqkb1r/5p1p/p1n1p1p1/1p2P3/3p1P2/PBP1pN2/1P4PP/RN1Q1RK1 w kq - 0 14,-0.7974,equal,-1.9,equal,35.0,white,0.3,-0.1,0.2,0.0,0.1,0.5
-1.95,equal,rnbqk1nr/pppp1ppp/8/2b1p3/8/5P2/PPPPPKPP/RNBQ1BNR w kq - 2 3,-0.10799999999999998,equal,-3.0,black,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-0.52,equal,rnbqk1nr/ppp2ppp/4p3/3p4/1b1P1B2/P1N5/1PP1PPPP/R2QKBNR b KQkq - 0 4,-0.0252,equal,-0.7000000000000001,equal,-25.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
-5.45,black,2rqk2r/pp3pp1/4p2p/n2pNb2/1bPP4/1Pn4P/P2NBPP1/R1BQR1K1 w k - 4 14,-0.0648,equal,-1.8,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.5
-0.26,equal,r2q1rk1/pp1bbppp/8/3Pp2Q/8/1N1B4/PPP3PP/R4R1K b - - 1 15,0.05399999999999999,equal,1.5,equal,25.0,white,0.1,0.05,-0.15,0.0,-0.05,-0.05
2.23,white,1rbqkbnr/pp3ppp/8/3pQ3/8/5N2/PPP1PPPP/RN2KB1R b KQk - 0 6,0.8946000000000001,equal,4.6,white,25.0,white,-0.25,0.25,0.25,0.1,0.15,0.0
-5.75,black,2b2rk1/rpNp2pp/3P4/p1p5/P1P3P1/2B1pN1P/1Pq1K3/R6R w - - 1 28,-3.15,black,-6.5,black,150.0,white,1.5,0.25,0.75,-0.25,0.5,2.75
0.36,equal,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 5,0.0072,equal,0.2,equal,25.0,white,0.1,-0.1,0.2,0.0,0.1,0.2
49.94,white,6k1/5p2/6p1/1p1pQ3/3p4/3R1P2/1PP3PP/6K1 b - - 0 33,10.828800000000001,white,17.3,white,-250.0,black,0.25,-0.25,-0.75,-1.5,-0.5,-1.75
3.35,white,r1bbnrk1/1p6/p2p1pp1/3p2Pp/P2N1B1P/3P4/1PP2PB1/R3R1K1 b - - 1 21,0.0828,equal,2.3000000000000003,white,-25.0,black,-0.25,0.1,0.4,0.2,0.15,0.1
-6.63,black,1r4k1/p1pRpp1p/6p1/8/2P1n3/4B1P1/P1P2P1P/b5K1 b - - 0 20,-2.3346,black,-4.1,black,25.0,white,-0.25,0.5,0.25,-0.25,0.25,0.0
0.75,equal,4r1k1/1pp2pp1/p1n2q1p/3B4/8/2P2PP1/PPQ4P/2KR4 w - - 0 23,-0.018,equal,-0.5,equal,150.0,white,0.75,0.25,0.5,0.25,0.25,0.5
-8.37,black,r1bq3k/pp1p2pp/2p5/3n1Q2/1P1P1bP1/P7/1BP2P1P/1K2R3 b - - 0 23,-3.8286000000000002,black,-5.1,black,-30.0,black,0.1,-0.2,-0.15,0.0,-0.05,-0.3
-49.88,black,3K3k/p7/2q5/2P3p1/1P6/8/8/8 w - - 0 51,-6.975,black,-11.5,black,250.0,white,1.75,-0.25,0.25,-1.0,0.0,0.75
7.6,white,6k1/5Qp1/7p/p2pN3/3P4/1Pq5/2P3PP/4rR1K b - - 3 30,3.1716,white,7.1,white,-150.0,black,-1.5,-0.25,-0.5,-1.0,-0.25,-3.5
0.37,equal,r2q1rk1/pp1b2bp/2nppnp1/2p3B1/2P1P3/2N2N1P/PP2BPP1/R2Q1RK1 b - - 3 11,0.0216,equal,0.6000000000000001,equal,25.0,white,-0.25,0.25,0.5,0.25,0.25,0.5
3.65,white,r1bnkb1r/pp2pppp/5n2/3pNq2/N2P4/P3P3/3B1PPP/R2QKB1R w KQkq - 3 12,-0.7434000000000001,equal,-0.3999999999999999,equal,35.0,white,0.3,0.1,0.2,-0.1,0.1,0.4
49.97,white,2r1r1k1/8/pq5P/3pNp1p/1ppP1P2/4P3/PPQ4P/3R2K1 w - - 0 26,-0.7434000000000001,equal,-0.3999999999999999,equal,150.0,white,1.5,0.2,0.5,0.3,0.2,2.7
0.26,equal,rn1qkbnr/pp3ppp/4b3/3pp3/8/P7/BPPP1PPP/RNBQK1NR w KQkq - 2 6,-0.0504,equal,-1.4000000000000001,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
9.37,white,8/7R/5rp1/2p4k/P6P/2P3P1/2KN4/8 b - - 0 31,3.9114,white,7.4,white,-25.0,black,-0.2,-0.1,-0.3,0.1,-0.2,-0.6
-4.32,black,1r2k3/p1pq2b1/b7/1p3p2/2p4P/2P1P3/PP1P2P1/RNB1K1NR w KQ - 0 17,0.7182000000000001,equal,-0.30000000000000004,equal,35.0,white,0.3,0.1,0.4,0.1,0.2,0.5
2.02,white,r3r1k1/2p2pp1/pp5p/3P4/1bn1P3/2N5/PPP2PPP/R1B2RK1 w - - 5 18,1.4832,equal,0.7,equal,30.0,white,0.3,-0.1,0.4,-0.2,0.1,0.5
-4.95,black,3b1rk1/2q2rpb/4p2p/p1Pp4/3PpP2/4P1P1/4BQ1P/R4RK1 b - - 3 26,-2.295,black,-3.0,black,-75.0,black,0.0,-0.25,-0.75,-1.0,-0.5,-1.5
-49.9,black,2k4r/p1p3b1/1p1p4/4p3/2P3p1/1P4P1/P3KP2/R3R2q b - - 3 30,-6.1956,black,-10.1,black,-150.0,black,0.25,-0.25,-0.5,-1.0,-0.75,-1.25
-0.68,equal,r2qkb1r/ppp2ppp/2n2n2/8/4NBb1/3P1N1P/PPP3P1/R2QKB1R b KQkq - 0 8,0.0108,equal,0.30000000000000004,equal,-30.0,black,0.0,-0.25,-0.5,0.0,-0.25,-0.5
1.21,equal,6k1/pp5p/8/8/2QP4/8/Pq4PP/6K1 b - - 0 39,0.855,equal,3.5,white,-75.0,black,-7.0,0.25,0.75,-1.0,0.5,-6.5
3.06,white,rnbqkbnr/3p2pp/pp3p2/2p1p3/2P1P3/2NP1N2/PP3PPP/R1BQKB1R w KQkq - 0 6,0.05399999999999999,equal,1.5,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
0.42,equal,rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq - 3 5,-0.0072,equal,-0.2,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-9.47,black,r1bn1rk1/pp1p1pp1/2N2q1p/1Q1B4/4P3/2PP1N2/PP4PP/5RK1 b - - 0 16,-0.7002,equal,0.8,equal,-150.0,black,-0.25,0.1,0.4,0.0,0.3,0.55
-0.5,equal,rnbqkb1r/pp3ppp/4pn2/2Pp4/5P2/4BN2/PPP1P1PP/RN1QKB1R b KQkq - 1 5,0.7758,equal,1.3,equal,-25.0,black,0.0,-0.2,0.1,0.0,0.0,-0.1
2.6,white,3rkb1r/p1q2ppp/2p1pn2/1N6/2Q5/3PB1P1/PP3P1P/R2R2K1 b k - 6 16,0.0288,equal,0.8,equal,-150.0,black,0.25,-0.25,0.75,0.5,0.5,0.75
0.58,equal,rnbqk1nr/ppp3bp/4ppp1/3pP3/3P4/5NP1/PPP2PBP/RNBQK2R b KQkq - 1 6,0.0252,equal,0.7000000000000001,equal,-25.0,black,0.0,-0.2,0.1,0.0,-0.1,-0.2
-1.58,equal,r3k2r/bppbqp2/2np1P1p/PB6/4P3/1QP2p1P/3N1PP1/R1B2RK1 b kq - 0 17,0.7722,equal,1.2,equal,25.0,white,-0.25,0.0,0.5,-0.25,0.25,0.25
5.08,white,1r1r4/pP4bk/6p1/2qBpp1p/2P2P2/1Q2P1P1/P6P/4RRK1 w - - 1 27,1.5192,equal,1.7,equal,250.0,white,1.5,0.25,0.75,0.5,0.5,2.0
0.04,equal,r2q1rk1/4bppp/b1p1pn2/3p4/p1P1P3/1P1B1Q2/PB1N1PPP/3R1RK1 b - - 2 13,0.0,equal,0.0,equal,25.0,white,0.1,0.2,-0.1,0.0,0.0,0.2
-0.64,equal,r2q1rk1/ppp2ppp/2n2b2/3pp3/4P3/2P2N1P/PP2QPP1/R1B2RK1 w - - 2 13,-0.7398,equal,-0.29999999999999993,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
7.57,white,4r2k/p1P4p/QR4p1/8/5p2/8/P1KN1PPP/7q b - - 0 24,3.114,white,5.5,white,-250.0,black,-3.0,-0.25,0.25,0.25,-0.25,-3.0
0.48,equal,rnbqkbnr/p1pp1ppp/1p2p3/4P3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,-0.0036,equal,-0.1,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
6.66,white,2qr4/pkp2Qpp/1r6/8/5P2/PP5P/1KP2PP1/R6R w - - 1 27,2.3058,white,3.3,white,150.0,white,2.0,0.25,0.75,-0.5,0.25,2.75
4.87,white,5rk1/p1p4p/3p2p1/1P2b3/n1P5/4P3/P1K3Q1/6R1 b - - 4 30,1.5192,equal,1.7,equal,-150.0,black,-0.25,-0.5,0.75,-1.0,0.5,-0.5
-1.68,equal,4rb1k/q4Qp1/7p/3pP3/P7/1P6/2P3PP/1K3R2 b - - 0 30,0.0288,equal,0.8,equal,-250.0,black,-0.75,-0.25,0.5,-1.0,0.5,-0.5
21.29,white,8/8/8/3k2R1/1P1p4/8/4K3/8 b - - 2 47,3.8754,white,6.4,white,25.0,white,0.75,-0.25,0.25,0.5,0.0,0.25
49.88,white,2r3kr/p6p/1p3p1B/2pP1Q2/2Pp3P/P2P2P1/1P3P2/R3K2R b KQ - 4 24,10.8252,white,17.2,white,-75.0,black,0.0,-0.25,-0.5,-0.75,-0.5,-1.0
-0.16,equal,r1b1kb1r/1pq2pp1/p1nppn2/2p4p/P3P3/2NPBN2/1PP1BPPP/R2Q1RK1 b kq - 1 9,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,-0.2,-0.1,0.0,-0.1,-0.2
0.09,equal,r2q1rk1/1p3ppp/2nbbn2/p1p1p3/P1NpP3/2PP1NP1/1PQ2PBP/R1B2RK1 w - - 2 12,-0.0108,equal,-0.30000000000000004,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-3.52,black,2kr1b1r/pppb1ppp/2n1p2q/3pP3/3P1P2/3B2P1/PPP4P/RN1QK1NR b KQ - 0 10,0.0144,equal,0.4,equal,25.0,white,0.25,0.1,0.3,0.15,0.2,0.5
-6.11,black,rnbk1r2/pp3Bpp/2pb4/4p1q1/4Q3/1P2P3/P1PP2PP/R1B2RK1 b - - 0 12,-1.5084,equal,-1.4,equal,-25.0,black,0.1,0.2,-0.3,-0.1,-0.2,-0.3
0.11,equal,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0144,equal,0.4,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-5.96,black,4r3/p2r2k1/2QPqb1p/6pP/8/4p1P1/P2R1P2/3R2K1 w - - 0 38,-1.548,equal,-2.5,black,150.0,white,1.5,0.25,0.75,0.25,0.5,1.25
8.85,white,8/5p1p/8/2Bk4/4p3/2p4P/P1N1K1P1/8 b - - 0 41,3.8862,white,6.7,white,25.0,white,0.0,-0.25,-0.25,0.25,-0.25,-0.5
1.98,equal,1r1q1rk1/p2nppbp/1p1p2p1/8/1PPP1B2/5B1P/P4PP1/2RQR1K1 b - - 0 15,0.061200000000000004,equal,1.7000000000000002,equal,-25.0,black,0.5,-0.2,-0.3,-0.1,-0.2,-0.3
-11.8,black,r4rk1/ppp2ppp/2npn3/8/8/5P1N/P5PP/2N1R1K1 b - - 3 18,-6.1596,black,-9.1,black,-25.0,black,0.0,0.2,-0.3,0.0,-0.1,-0.2
9.29,white,r1bqk1nr/ppp2ppp/2n1p3/3p2B1/1b1P4/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 4 5,-0.0144,equal,-0.4,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-0.5,equal,3rr1k1/1p2bppp/pqp2n2/2Pp1b2/1P1P4/P5P1/1B1N1PBP/R2Q1RK1 b - - 0 17,-0.0036,equal,-0.1,equal,30.0,white,-0.5,0.25,0.5,-0.25,0.25,0.25
0.03,equal,8/K1k5/8/8/P7/8/8/8 b - - 4 55,0.7578,equal,0.8,equal,-500.0,black,-0.25,-0.1,-0.5,-0.4,-0.1,-0.35
10.83,white,2nr4/4kpbp/4p1p1/4P3/3pNB2/PP1P4/2P2PPP/R4RK1 b - - 4 20,6.1524,white,8.9,white,25.0,white,-0.25,0.1,0.4,0.2,0.3,0.25
14.96,white,8/8/6N1/8/3k1p2/5P1P/3K4/8 b - - 4 57,3.0924,white,4.9,white,75.0,white,1.5,0.2,0.5,0.4,0.3,0.95
2.62,white,8/pkp5/2p3p1/2P1P3/1p6/3K2q1/PP4P1/RN5R w - - 1 29,3.0060000000000002,white,2.5,white,250.0,white,2.5,0.25,0.75,-0.5,0.5,3.5
-7.13,black,1qb2rk1/4p1b1/p5pp/3Q4/8/P3B2P/1r3PP1/R4RK1 b - - 3 23,-2.133,black,1.5,equal,-150.0,black,0.5,0.3,0.4,0.2,0.3,1.7
-50.0,black,r1b1r1k1/2p2pp1/8/2Pp3p/1p1Nn3/3BP3/PP3qPP/R2QK2R w KQ - 0 17,-0.1836,equal,-5.1000000000000005,black,35.0,white,0.3,0.1,0.2,-0.1,0.1,0.4
0.02,equal,r1bqk2r/pppp1ppp/1bn2n2/8/2BNP3/2P1B3/PP3PPP/RN1QK2R w KQkq - 5 8,0.0792,equal,2.2,white,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
6.78,white,1r6/8/p5p1/2PK1k1p/Np2N2P/1P6/P1P5/8 w - - 7 37,1.5444,equal,2.4,white,30.0,white,0.3,-0.1,0.2,-0.2,0.1,0.3
49.98,white,8/pb3k2/3Q3p/1p2N1p1/6P1/1P6/1PP2P1P/R1B3K1 b - - 3 28,14.6934,white,23.4,white,-150.0,black,-1.5,-0.25,0.5,-0.75,0.25,-1.75
-0.85,equal,2kr3r/pbpq2bp/1p1p2p1/4p3/P3P3/2NP1Q2/1PP2PP1/R3K1NR b KQ - 0 15,0.0288,equal,0.8,equal,30.0,white,-0.25,0.0,0.5,0.0,0.3,0.55
-0.55,equal,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PPP2/5N2/PPP3PP/RNBQKB1R b KQkq - 0 4,0.0036,equal,0.1,equal,-15.0,black,0.0,0.2,-0.3,0.0,-0.1,-0.2
0.58,equal,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,0.0,equal,0.0,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-13.57,black,4k1nr/Bpq1b1pp/5p2/8/2r5/8/PPP2PPP/1K1RR3 b k - 2 17,-7.646400000000001,black,-9.9,black,-150.0,black,-2.0,0.25,-0.5,-1.0,-0.25,-3.5
23.02,white,2kr4/p2b1p1p/2pQ2p1/2p5/8/8/PPP1PPPP/RN2KB1R w KQ - 0 14,13.841999999999999,white,20.0,white,40.0,white,0.3,0.1,0.2,0.1,-0.1,0.4
-0.02,equal,rn1qr1k1/pp1Bbppp/5n2/2pp2B1/3P4/2N2N2/PPP1QPPP/R4RK1 b - - 0 10,2.403,white,6.0,white,25.0,white,-0.25,0.0,0.5,0.25,0.1,0.1
3.35,white,2kr4/pp2np1r/2pp3p/4Pq2/8/2BQ4/PPP2PPP/R3K2R w KQ - 1 18,0.7902,equal,1.7000000000000002,equal,30.0,white,0.3,0.1,0.4,-0.2,0.2,0.4
1.01,equal,rnbqk2r/ppppbppp/5n2/3P4/8/5N2/PPP1BPPP/RNBQ1RK1 b kq - 6 7,0.0288,equal,0.8,equal,-25.0,black,0.1,-0.15,0.2,0.0,0.1,0.25
29.56,white,r1bk1r2/p2n2pp/1p1Q1p2/8/2B1P3/8/PPP2KPP/R5NR w - - 0 15,7.7868,white,13.8,white,150.0,white,1.5,0.25,0.75,0.25,0.5,3.25
0.58,equal,r2r2k1/1p1qppbp/p1n3p1/2R5/3PbB2/Q3PN2/P3BPPP/2R3K1 b - - 7 17,0.018,equal,0.5,equal,30.0,white,-0.5,0.25,0.75,0.5,0.5,0.5
1.32,equal,rnbq1rk1/pp4pp/1bpp2n1/4pp2/1PP5/2NP1NP1/P3PPBP/1RBQ1RK1 w - - 1 10,0.018,equal,0.5,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-1.56,equal,2kr4/ppq3pp/2bNp2b/5p2/3pN3/P2n1Q1P/1P3PP1/2R2RK1 b - - 1 25,0.13319999999999999,equal,3.7,white,-75.0,black,-0.25,-0.1,0.5,-0.2,0.3,0.25
-0.17,equal,r5k1/pp3pb1/2b1p3/4P1PQ/1R6/8/P4P2/2r1N1K1 w - - 1 28,0.7614,equal,0.9,equal,250.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
-49.98,black,8/8/8/8/5k2/b7/3q4/7K b - - 17 71,-9.3024,black,-15.4,black,-1000.0,black,7.0,0.25,0.5,-0.5,0.0,7.25
-0.52,equal,r3kb1r/1pp1qp1p/p1npbnp1/1B2p3/4P3/2PP1Q1P/PP3PP1/RNB1K1NR w KQkq - 0 9,0.0036,equal,0.1,equal,30.0,white,0.25,0.1,0.3,0.15,0.2,0.5
-3.27,black,r2q1rk1/pp1n2bn/4b1pp/1Pp2p2/P1PP4/2N4P/1B2B1PN/R2Q1RK1 b - - 0 16,0.0,equal,0.0,equal,15.0,white,0.25,0.1,0.3,0.15,0.2,0.5
-1.35,equal,4k3/3bqp2/p3p1p1/1p1pP2r/2rN1PQP/2PR4/PP6/2K4R b - - 2 24,0.0288,equal,0.8,equal,-30.0,black,-0.2,-0.1,-0.15,0.0,-0.05,-0.5
-9.35,black,1k6/p5pp/2R5/1P6/8/4q1KP/P7/8 w - - 0 35,-3.1572,black,-6.7,black,250.0,white,2.0,0.25,0.75,-0.5,0.25,2.75
-0.68,equal,rn2k2r/1b2bppp/p3p3/2pnP3/1pB5/2P2N2/PP3PPP/RNBR2K1 b kq - 0 13,0.0108,equal,0.30000000000000004,equal,25.0,white,-0.25,0.0,0.5,0.25,0.3,0.3
0.41,equal,r2qkbnr/1pp2ppp/p1b1p3/3pP3/3P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 7,-0.018,equal,-0.5,equal,-25.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
-0.11,equal,r1bqkb1r/1p3ppp/p4n2/2pp4/P2n4/2N5/BPPPNPPP/R1BQ1RK1 b kq - 1 9,-0.0504,equal,-1.4000000000000001,equal,-25.0,black,0.1,-0.1,0.2,0.0,-0.1,0.1
0.75,equal,rn1qkbnr/pbp2ppp/1p2p3/3p4/3PP3/2P5/PPQ2PPP/RNB1KBNR w KQkq - 0 5,0.0036,equal,0.1,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-8.23,black,6k1/p2r2pp/2pPbpq1/1p6/3R4/5P2/PPP3PP/3R2K1 w - - 0 25,-4.608,black,-6.5,black,150.0,white,2.0,0.25,0.75,0.25,0.5,1.75
1.06,equal,rn2k2r/ppq2pp1/2pp1n2/4p2p/4P1bP/1P1PBN2/P1P2K2/RN1Q1B1R b kq - 3 11,0.7794,equal,1.4,equal,35.0,white,-0.25,0.1,0.5,0.0,0.3,0.65
